uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
AM,OUTRAS,HOSPITAL,"70 - 79",M,218
AM,OUTRAS,OUTRO,"70 - 79",F,8
AM,OUTRAS,OUTRO,"70 - 79",M,9
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AM,OUTRAS,VIA_PUBLICA,"70 - 79",F,2
AM,OUTRAS,VIA_PUBLICA,"70 - 79",M,3
AM,COVID,HOSPITAL,"70 - 79",M,1
AM,INDETERMINADA,DOMICILIO,"70 - 79",F,3
AM,INDETERMINADA,DOMICILIO,"70 - 79",M,2
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,5
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,19
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,30
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,2
AM,PNEUMONIA,DOMICILIO,"70 - 79",F,3
AM,PNEUMONIA,DOMICILIO,"70 - 79",M,6
AM,PNEUMONIA,HOSPITAL,"70 - 79",F,51
AM,PNEUMONIA,HOSPITAL,"70 - 79",M,70
AM,PNEUMONIA,OUTRO,"70 - 79",M,3
AM,SEPTICEMIA,DOMICILIO,"70 - 79",M,1
AM,SEPTICEMIA,HOSPITAL,"70 - 79",F,87
AM,SEPTICEMIA,HOSPITAL,"70 - 79",M,85
AM,SEPTICEMIA,OUTRO,"70 - 79",M,1
AM,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AM,SRAG,DOMICILIO,"70 - 79",F,2
AM,SRAG,DOMICILIO,"70 - 79",M,6
AM,SRAG,HOSPITAL,"70 - 79",F,3
AM,SRAG,HOSPITAL,"70 - 79",M,6
AP,OUTRAS,DOMICILIO,"70 - 79",F,6
AP,OUTRAS,DOMICILIO,"70 - 79",M,14
AP,OUTRAS,HOSPITAL,"70 - 79",F,16
AP,OUTRAS,HOSPITAL,"70 - 79",M,27
AP,OUTRAS,IGNORADO,"70 - 79",F,1
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,1
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,8
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,6
AP,PNEUMONIA,DOMICILIO,"70 - 79",F,1
AP,PNEUMONIA,DOMICILIO,"70 - 79",M,1
AP,PNEUMONIA,HOSPITAL,"70 - 79",F,10
AP,PNEUMONIA,HOSPITAL,"70 - 79",M,31
AP,PNEUMONIA,IGNORADO,"70 - 79",M,1
AP,SEPTICEMIA,HOSPITAL,"70 - 79",F,6
AP,SEPTICEMIA,HOSPITAL,"70 - 79",M,7
AP,SEPTICEMIA,OUTRO,"70 - 79",M,1
BA,OUTRAS,DOMICILIO,"70 - 79",F,448
BA,OUTRAS,DOMICILIO,"70 - 79",M,691
BA,OUTRAS,HOSPITAL,"70 - 79",F,682
BA,OUTRAS,HOSPITAL,"70 - 79",M,890
BA,OUTRAS,IGNORADO,"70 - 79",F,4
BA,OUTRAS,IGNORADO,"70 - 79",M,8
BA,OUTRAS,OUTRO,"70 - 79",F,29
BA,OUTRAS,OUTRO,"70 - 79",M,55
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,89
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,118
BA,OUTRAS,VIA_PUBLICA,"70 - 79",F,3
BA,OUTRAS,VIA_PUBLICA,"70 - 79",M,28
BA,COVID,DOMICILIO,"70 - 79",F,1
BA,COVID,DOMICILIO,"70 - 79",M,1
BA,COVID,HOSPITAL,"70 - 79",F,6
BA,COVID,HOSPITAL,"70 - 79",M,7
BA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
BA,INDETERMINADA,DOMICILIO,"70 - 79",F,9
BA,INDETERMINADA,DOMICILIO,"70 - 79",M,12
BA,INDETERMINADA,OUTRO,"70 - 79",M,3
BA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,35
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,43
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,173
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,200
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,5
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,9
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,27
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,16
BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",F,1
BA,PNEUMONIA,DOMICILIO,"70 - 79",F,19
BA,PNEUMONIA,DOMICILIO,"70 - 79",M,29
BA,PNEUMONIA,HOSPITAL,"70 - 79",F,285
BA,PNEUMONIA,HOSPITAL,"70 - 79",I,1
BA,PNEUMONIA,HOSPITAL,"70 - 79",M,400
BA,PNEUMONIA,IGNORADO,"70 - 79",F,1
BA,PNEUMONIA,IGNORADO,"70 - 79",M,3
BA,PNEUMONIA,OUTRO,"70 - 79",F,6
BA,PNEUMONIA,OUTRO,"70 - 79",M,4
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,15
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,26
BA,SEPTICEMIA,DOMICILIO,"70 - 79",F,8
BA,SEPTICEMIA,DOMICILIO,"70 - 79",M,12
BA,SEPTICEMIA,HOSPITAL,"70 - 79",F,400
BA,SEPTICEMIA,HOSPITAL,"70 - 79",M,444
BA,SEPTICEMIA,IGNORADO,"70 - 79",F,2
BA,SEPTICEMIA,OUTRO,"70 - 79",F,5
BA,SEPTICEMIA,OUTRO,"70 - 79",M,3
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,38
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,40
BA,SRAG,HOSPITAL,"70 - 79",F,3
BA,SRAG,HOSPITAL,"70 - 79",M,8
BA,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
CE,OUTRAS,DOMICILIO,"70 - 79",F,298
CE,OUTRAS,DOMICILIO,"70 - 79",M,362
CE,OUTRAS,HOSPITAL,"70 - 79",F,415
CE,OUTRAS,HOSPITAL,"70 - 79",M,462
CE,OUTRAS,IGNORADO,"70 - 79",F,6
CE,OUTRAS,IGNORADO,"70 - 79",M,11
CE,OUTRAS,OUTRO,"70 - 79",F,25
CE,OUTRAS,OUTRO,"70 - 79",M,30
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,53
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,43
CE,OUTRAS,VIA_PUBLICA,"70 - 79",F,3
CE,OUTRAS,VIA_PUBLICA,"70 - 79",M,13
CE,COVID,HOSPITAL,"70 - 79",F,4
CE,COVID,HOSPITAL,"70 - 79",M,7
CE,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
CE,INDETERMINADA,DOMICILIO,"70 - 79",F,1
CE,INDETERMINADA,DOMICILIO,"70 - 79",M,9
CE,INDETERMINADA,HOSPITAL,"70 - 79",F,1
CE,INDETERMINADA,HOSPITAL,"70 - 79",M,1
CE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
CE,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"70 - 79",M,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,47
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,43
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,110
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,96
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,3
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,4
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,4
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,14
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,12
CE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,1
CE,PNEUMONIA,AMBULANCIA,"70 - 79",M,1
CE,PNEUMONIA,DOMICILIO,"70 - 79",F,20
CE,PNEUMONIA,DOMICILIO,"70 - 79",M,63
CE,PNEUMONIA,HOSPITAL,"70 - 79",F,337
CE,PNEUMONIA,HOSPITAL,"70 - 79",M,359
CE,PNEUMONIA,IGNORADO,"70 - 79",F,2
CE,PNEUMONIA,IGNORADO,"70 - 79",M,2
CE,PNEUMONIA,OUTRO,"70 - 79",F,6
CE,PNEUMONIA,OUTRO,"70 - 79",M,8
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,32
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,21
CE,SEPTICEMIA,AMBULANCIA,"70 - 79",M,2
CE,SEPTICEMIA,DOMICILIO,"70 - 79",F,14
CE,SEPTICEMIA,DOMICILIO,"70 - 79",M,13
CE,SEPTICEMIA,HOSPITAL,"70 - 79",F,302
CE,SEPTICEMIA,HOSPITAL,"70 - 79",M,300
CE,SEPTICEMIA,IGNORADO,"70 - 79",F,1
CE,SEPTICEMIA,IGNORADO,"70 - 79",M,2
CE,SEPTICEMIA,OUTRO,"70 - 79",F,4
CE,SEPTICEMIA,OUTRO,"70 - 79",M,3
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,33
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,16
CE,SRAG,DOMICILIO,"70 - 79",F,1
CE,SRAG,DOMICILIO,"70 - 79",M,2
CE,SRAG,HOSPITAL,"70 - 79",F,6
CE,SRAG,HOSPITAL,"70 - 79",M,9
CE,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
DF,OUTRAS,DOMICILIO,"70 - 79",F,44
DF,OUTRAS,DOMICILIO,"70 - 79",M,62
DF,OUTRAS,HOSPITAL,"70 - 79",F,211
DF,OUTRAS,HOSPITAL,"70 - 79",M,210
DF,OUTRAS,OUTRO,"70 - 79",F,13
DF,OUTRAS,OUTRO,"70 - 79",M,20
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,10
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,7
DF,OUTRAS,VIA_PUBLICA,"70 - 79",M,4
DF,COVID,DOMICILIO,"70 - 79",F,1
DF,COVID,HOSPITAL,"70 - 79",F,4
DF,COVID,HOSPITAL,"70 - 79",M,5
DF,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
DF,INDETERMINADA,HOSPITAL,"70 - 79",F,1
DF,INDETERMINADA,HOSPITAL,"70 - 79",M,1
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,5
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,7
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,28
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,27
DF,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,1
DF,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,5
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
DF,PNEUMONIA,DOMICILIO,"70 - 79",F,4
DF,PNEUMONIA,DOMICILIO,"70 - 79",M,3
DF,PNEUMONIA,HOSPITAL,"70 - 79",F,142
DF,PNEUMONIA,HOSPITAL,"70 - 79",M,160
DF,PNEUMONIA,OUTRO,"70 - 79",F,5
DF,PNEUMONIA,OUTRO,"70 - 79",M,6
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,4
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
DF,SEPTICEMIA,DOMICILIO,"70 - 79",F,3
DF,SEPTICEMIA,HOSPITAL,"70 - 79",F,96
DF,SEPTICEMIA,HOSPITAL,"70 - 79",M,125
DF,SEPTICEMIA,OUTRO,"70 - 79",F,4
DF,SEPTICEMIA,OUTRO,"70 - 79",M,2
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
DF,SRAG,DOMICILIO,"70 - 79",M,1
DF,SRAG,HOSPITAL,"70 - 79",F,2
DF,SRAG,HOSPITAL,"70 - 79",M,4
DF,SRAG,OUTRO,"70 - 79",F,1
ES,OUTRAS,DOMICILIO,"70 - 79",F,121
ES,OUTRAS,DOMICILIO,"70 - 79",M,174
ES,OUTRAS,HOSPITAL,"70 - 79",F,282
ES,OUTRAS,HOSPITAL,"70 - 79",I,2
ES,OUTRAS,HOSPITAL,"70 - 79",M,352
ES,OUTRAS,IGNORADO,"70 - 79",M,1
ES,OUTRAS,OUTRO,"70 - 79",F,9
ES,OUTRAS,OUTRO,"70 - 79",M,17
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,22
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,39
ES,OUTRAS,VIA_PUBLICA,"70 - 79",F,3
ES,OUTRAS,VIA_PUBLICA,"70 - 79",M,10
ES,COVID,DOMICILIO,"70 - 79",M,1
ES,COVID,HOSPITAL,"70 - 79",F,7
ES,COVID,HOSPITAL,"70 - 79",M,8
ES,INDETERMINADA,DOMICILIO,"70 - 79",M,1
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,15
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,20
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,41
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,42
ES,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,1
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
ES,PNEUMONIA,DOMICILIO,"70 - 79",F,14
ES,PNEUMONIA,DOMICILIO,"70 - 79",M,19
ES,PNEUMONIA,HOSPITAL,"70 - 79",F,164
ES,PNEUMONIA,HOSPITAL,"70 - 79",M,189
ES,PNEUMONIA,OUTRO,"70 - 79",F,2
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,6
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
ES,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,1
ES,SEPTICEMIA,DOMICILIO,"70 - 79",F,7
ES,SEPTICEMIA,DOMICILIO,"70 - 79",M,13
ES,SEPTICEMIA,HOSPITAL,"70 - 79",F,207
ES,SEPTICEMIA,HOSPITAL,"70 - 79",M,186
ES,SEPTICEMIA,IGNORADO,"70 - 79",M,1
ES,SEPTICEMIA,OUTRO,"70 - 79",F,1
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,4
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,5
ES,SRAG,DOMICILIO,"70 - 79",F,1
ES,SRAG,HOSPITAL,"70 - 79",F,2
ES,SRAG,HOSPITAL,"70 - 79",M,4
GO,OUTRAS,DOMICILIO,"70 - 79",F,124
GO,OUTRAS,DOMICILIO,"70 - 79",I,1
GO,OUTRAS,DOMICILIO,"70 - 79",M,177
GO,OUTRAS,HOSPITAL,"70 - 79",F,286
GO,OUTRAS,HOSPITAL,"70 - 79",M,390
GO,OUTRAS,IGNORADO,"70 - 79",F,9
GO,OUTRAS,IGNORADO,"70 - 79",M,19
GO,OUTRAS,OUTRO,"70 - 79",F,38
GO,OUTRAS,OUTRO,"70 - 79",M,61
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,65
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,87
GO,OUTRAS,VIA_PUBLICA,"70 - 79",F,3
GO,OUTRAS,VIA_PUBLICA,"70 - 79",M,5
GO,COVID,HOSPITAL,"70 - 79",F,9
GO,COVID,HOSPITAL,"70 - 79",M,8
GO,COVID,IGNORADO,"70 - 79",F,1
GO,COVID,OUTRO,"70 - 79",M,1
GO,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
GO,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
GO,INDETERMINADA,DOMICILIO,"70 - 79",M,2
GO,INDETERMINADA,HOSPITAL,"70 - 79",M,3
GO,INDETERMINADA,IGNORADO,"70 - 79",F,1
GO,INDETERMINADA,IGNORADO,"70 - 79",M,1
GO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,28
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,42
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,81
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,89
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,2
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,6
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,10
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,20
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,20
GO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,1
GO,PNEUMONIA,DOMICILIO,"70 - 79",F,15
GO,PNEUMONIA,DOMICILIO,"70 - 79",M,14
GO,PNEUMONIA,HOSPITAL,"70 - 79",F,258
GO,PNEUMONIA,HOSPITAL,"70 - 79",M,311
GO,PNEUMONIA,IGNORADO,"70 - 79",F,8
GO,PNEUMONIA,IGNORADO,"70 - 79",M,8
GO,PNEUMONIA,OUTRO,"70 - 79",F,9
GO,PNEUMONIA,OUTRO,"70 - 79",M,6
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,35
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,54
GO,SEPTICEMIA,DOMICILIO,"70 - 79",F,5
GO,SEPTICEMIA,DOMICILIO,"70 - 79",M,10
GO,SEPTICEMIA,HOSPITAL,"70 - 79",F,195
GO,SEPTICEMIA,HOSPITAL,"70 - 79",M,202
GO,SEPTICEMIA,IGNORADO,"70 - 79",F,5
GO,SEPTICEMIA,IGNORADO,"70 - 79",M,1
GO,SEPTICEMIA,OUTRO,"70 - 79",F,3
GO,SEPTICEMIA,OUTRO,"70 - 79",M,1
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,34
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,30
GO,SRAG,HOSPITAL,"70 - 79",F,3
GO,SRAG,HOSPITAL,"70 - 79",M,8
GO,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
GO,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
MA,OUTRAS,AMBULANCIA,"70 - 79",M,1
MA,OUTRAS,DOMICILIO,"70 - 79",F,109
MA,OUTRAS,DOMICILIO,"70 - 79",M,201
MA,OUTRAS,HOSPITAL,"70 - 79",F,246
MA,OUTRAS,HOSPITAL,"70 - 79",M,273
MA,OUTRAS,IGNORADO,"70 - 79",M,2
MA,OUTRAS,OUTRO,"70 - 79",F,9
MA,OUTRAS,OUTRO,"70 - 79",M,25
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,6
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,5
MA,OUTRAS,VIA_PUBLICA,"70 - 79",F,7
MA,OUTRAS,VIA_PUBLICA,"70 - 79",M,8
MA,COVID,HOSPITAL,"70 - 79",F,1
MA,COVID,HOSPITAL,"70 - 79",M,1
MA,INDETERMINADA,DOMICILIO,"70 - 79",F,1
MA,INDETERMINADA,DOMICILIO,"70 - 79",M,9
MA,INDETERMINADA,HOSPITAL,"70 - 79",F,3
MA,INDETERMINADA,HOSPITAL,"70 - 79",M,1
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,15
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,20
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,52
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,57
MA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,5
MA,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"70 - 79",M,1
MA,PNEUMONIA,AMBULANCIA,"70 - 79",M,1
MA,PNEUMONIA,DOMICILIO,"70 - 79",F,8
MA,PNEUMONIA,DOMICILIO,"70 - 79",M,11
MA,PNEUMONIA,HOSPITAL,"70 - 79",F,107
MA,PNEUMONIA,HOSPITAL,"70 - 79",M,137
MA,PNEUMONIA,IGNORADO,"70 - 79",F,1
MA,PNEUMONIA,IGNORADO,"70 - 79",M,4
MA,PNEUMONIA,OUTRO,"70 - 79",F,1
MA,PNEUMONIA,OUTRO,"70 - 79",M,5
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
MA,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,1
MA,SEPTICEMIA,DOMICILIO,"70 - 79",F,3
MA,SEPTICEMIA,DOMICILIO,"70 - 79",M,6
MA,SEPTICEMIA,HOSPITAL,"70 - 79",F,85
MA,SEPTICEMIA,HOSPITAL,"70 - 79",M,101
MA,SEPTICEMIA,IGNORADO,"70 - 79",F,1
MA,SEPTICEMIA,IGNORADO,"70 - 79",M,1
MA,SEPTICEMIA,OUTRO,"70 - 79",F,1
MA,SEPTICEMIA,OUTRO,"70 - 79",M,1
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
MA,SRAG,HOSPITAL,"70 - 79",F,2
MA,SRAG,HOSPITAL,"70 - 79",M,2
MA,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
MG,OUTRAS,DOMICILIO,"70 - 79",F,775
MG,OUTRAS,DOMICILIO,"70 - 79",M,1054
MG,OUTRAS,HOSPITAL,"70 - 79",F,1610
MG,OUTRAS,HOSPITAL,"70 - 79",I,2
MG,OUTRAS,HOSPITAL,"70 - 79",M,2034
MG,OUTRAS,IGNORADO,"70 - 79",F,38
MG,OUTRAS,IGNORADO,"70 - 79",I,26
MG,OUTRAS,IGNORADO,"70 - 79",M,45
MG,OUTRAS,OUTRO,"70 - 79",F,57
MG,OUTRAS,OUTRO,"70 - 79",M,105
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,206
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,254
MG,OUTRAS,VIA_PUBLICA,"70 - 79",F,18
MG,OUTRAS,VIA_PUBLICA,"70 - 79",M,34
MG,COVID,DOMICILIO,"70 - 79",F,3
MG,COVID,DOMICILIO,"70 - 79",M,1
MG,COVID,HOSPITAL,"70 - 79",F,46
MG,COVID,HOSPITAL,"70 - 79",M,43
MG,COVID,IGNORADO,"70 - 79",M,1
MG,COVID,OUTRO,"70 - 79",M,1
MG,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,6
MG,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
MG,COVID,VIA_PUBLICA,"70 - 79",M,1
MG,INDETERMINADA,DOMICILIO,"70 - 79",F,18
MG,INDETERMINADA,DOMICILIO,"70 - 79",M,34
MG,INDETERMINADA,HOSPITAL,"70 - 79",F,10
MG,INDETERMINADA,HOSPITAL,"70 - 79",M,15
MG,INDETERMINADA,IGNORADO,"70 - 79",F,1
MG,INDETERMINADA,IGNORADO,"70 - 79",I,2
MG,INDETERMINADA,IGNORADO,"70 - 79",M,3
MG,INDETERMINADA,OUTRO,"70 - 79",M,4
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
MG,INDETERMINADA,VIA_PUBLICA,"70 - 79",F,1
MG,INDETERMINADA,VIA_PUBLICA,"70 - 79",M,2
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,57
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,66
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,341
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,393
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,3
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",I,1
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,5
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,6
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,5
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,32
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,40
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",F,1
MG,PNEUMONIA,DOMICILIO,"70 - 79",F,30
MG,PNEUMONIA,DOMICILIO,"70 - 79",M,39
MG,PNEUMONIA,HOSPITAL,"70 - 79",F,852
MG,PNEUMONIA,HOSPITAL,"70 - 79",M,1192
MG,PNEUMONIA,IGNORADO,"70 - 79",F,10
MG,PNEUMONIA,IGNORADO,"70 - 79",M,16
MG,PNEUMONIA,OUTRO,"70 - 79",F,6
MG,PNEUMONIA,OUTRO,"70 - 79",M,9
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,63
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,79
MG,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,1
